sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_LN,sigma_LN,alpha,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
230001,1.24282673782632,0,0.0153855084169532,0,0.0454359357750932,0,12,1.21700963650133,1.03937062593793,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1515992845351,0.0438180568549412,984.757391735911,0.656218020308278,0.0701957905536289,-37746.5167260357,-35529.2632679671,-2217.25345806863
231001,1.25011417750458,0,0.0155918644629583,0,0.0456716959843722,0,12,1.21632197256303,1.10767820140504,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13336105840602,0.0886592488526753,625.607938971371,0.725694337199849,0.0716827321176206,-37812.5879680273,-35569.5709330459,-2243.0170349814
232001,1.21563674786583,0,0.0117808142313237,0,0.0456720573728956,0,12,1.21961137847406,0.960629732028639,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1136677426661,0.0905822774651569,662.064377916977,0.754245924242595,0.0755010408835791,-37726.0007196657,-35496.2123853697,-2229.78833429602
233001,1.21796148103573,0,0.0116030078196384,0,0.0462559620455993,0,12,1.21940224117135,0.96590748802737,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13134211952976,0.0749872693614481,199.625501642004,0.728913277754394,0.0770769196256723,-37731.0015106682,-35505.2975274017,-2225.70398326645
234001,1.23063550850091,0,0.0126672844359759,0,0.0462227797174674,0,12,1.22317149516442,1.20016082284169,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1269813896299,0.0780885719404393,927.931324811652,0.709385943183592,0.0814260787982484,-37736.5130500125,-35529.0566905379,-2207.45635947463
235001,1.22618754528153,0,0.0132617348972492,0,0.0456488310617699,0,12,1.2106441628543,1.12315644328999,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13757768698752,0.0846484633150005,999.188292771578,0.854782754087781,0.0645917226134667,-37797.8208314221,-35533.3818511462,-2264.43898027594
236001,1.23048981109891,0,0.0135216045565517,0,0.044821076548209,0,12,1.20548198362734,1.07290722865638,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15406463120944,0.0655161165159253,879.830080084503,0.872691986961375,0.0683868360439939,-37741.7950938059,-35500.016595354,-2241.7784984519
237001,1.23397841126252,0,0.0130247550915162,0,0.0453122888349653,0,12,1.21313849709843,1.27614615438593,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13273331390913,0.0818291871678106,274.061781354249,0.858499294261405,0.0735985038948641,-37746.6863049944,-35498.3294906463,-2248.3568143481
238001,1.1961766148867,0,0.00865900433885938,0,0.0450564737341289,0,12,1.2124013887706,1.04685945422686,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.10334055203619,0.0976913089105253,302.504362072796,0.854786749501885,0.0706912195724958,-37743.6399802172,-35481.9474247319,-2261.69255548531
239001,1.19655396737291,0,0.00675864811255308,0,0.0453303575481288,0,12,1.22054099416636,1.20330373137107,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06778750474246,0.0891601816534016,827.165778027847,0.8530583610327,0.0774903339409294,-37746.6531459285,-35479.5414467622,-2267.11169916625
240001,1.19563644864646,0,0.00557349586228036,0,0.0461107724077152,0,12,1.21050196762904,1.11265129091268,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14695716993791,0.077389164394091,663.347232621163,0.828938084063857,0.0712316474922839,-37780.9515840766,-35503.2170211274,-2277.73456294914
241001,1.19052660651425,0,0.00455807467911486,0,0.0459045651909312,0,12,1.21066270097092,1.10446456366341,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11220388825659,0.0934674995744852,370.258555281907,0.844901579586863,0.0711150914406702,-37790.6019337683,-35546.0538163208,-2244.54811744755
242001,1.15987886927156,0,0.00178766474417635,0,0.0451928520219277,0,12,1.22055287843377,0.921872092476617,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14013752692744,0.0819079000577176,167.544038034976,0.863300178036709,0.0825664838545816,-37806.5172154386,-35554.0844241878,-2252.43279125081
243001,1.15788929070107,0,0.00184292700517115,0,0.045744005863116,0,12,1.21788458741357,0.781653186752638,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16241637530177,0.078902585520453,861.374492989853,0.866880243282794,0.0661143425335334,-37724.712628283,-35497.7501508866,-2226.96247739649
244001,1.15592933227984,0,0.00261049268016805,0,0.0453069050454767,0,12,1.21810967116583,1.23957947413323,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15987825358861,0.0694441733655831,354.977039154619,0.867582029892781,0.0695342201513552,-37773.4131777988,-35518.5129316659,-2254.90024613285
245001,1.12597178939187,0,9.74606439459975e-05,0,0.0451305288948762,0,12,1.21703792238489,0.852275777871247,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16112733982965,0.0704834380103933,600.332862697542,0.862637312907421,0.0683937092124239,-37742.0455387653,-35494.7040598204,-2247.34147894494
246001,1.15333582324335,0,0.00172343560040573,0,0.0455871180382196,0,12,1.22240793951385,1.07657005526869,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15993385885223,0.0709535135406941,454.860442085192,0.863003003274469,0.0738153537812769,-37795.3020396089,-35545.0547516224,-2250.24728798648
247001,1.13900430149975,0,0.00155238661431834,0,0.0445176732577554,0,12,1.22075570977661,1.01593166198675,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15912472455998,0.0497507109515761,234.699942870066,0.883684302011721,0.0730595150238388,-37840.7312600229,-35575.1209048997,-2265.61035512317
248001,1.12830172981883,0,0.00175753117614125,0,0.0442352574072191,0,12,1.22241904596621,1.12700331938638,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16197511285899,0.0543025737404004,124.981737462804,0.879499212201573,0.0601855089381744,-37903.9788328901,-35632.3190718463,-2271.65976104381
249001,1.12502783115412,0,0.000690233170822308,0,0.0444526994962334,0,12,1.22450383209452,1.33546633546534,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15653129052451,0.0799665029061272,940.523388329893,0.895096230086286,0.0720014474159737,-37859.2696264729,-35577.3575027133,-2281.91212375959
250001,1.11771828894173,0,0.000496923745318424,0,0.0439549806799322,0,12,1.21983708658439,0.987968734683125,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12561174652967,0.111113227751579,857.830787543207,0.900423028129122,0.0651690512292845,-37930.9994562083,-35659.9876863517,-2271.01176985662
251001,1.10925950934428,0,0.000325881173940794,0,0.0439001368396362,0,12,1.22815262270375,1.11350269894726,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06283632529341,0.0817028692937505,154.564202297479,0.870683053537175,0.0804224804741058,-37900.2271065688,-35651.1726738479,-2249.05443272089
252001,1.12460588278008,0,0.00172688173708011,0,0.043757063819178,0,12,1.23181222973518,1.19208044007141,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.03582612559849,0.0671576738047934,157.252017874271,0.871555639495939,0.0662051134901057,-37893.1923847415,-35669.8912531637,-2223.30113157778
253001,1.12682914435516,0,0.000141341829077703,0,0.0438380406520043,0,12,1.2217510892557,1.11715336634319,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.03665168260692,0.0650986690916904,872.369970893487,0.877890351130657,0.0745916243965284,-37865.7922320432,-35620.7122249501,-2245.08000709307
254001,1.13855882855362,0,0.00156289710100553,0,0.043809099826238,0,12,1.21590627942686,1.01437657029113,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.03862914747873,0.0651349288947294,763.887238921598,0.89250174524463,0.0751049657216104,-37785.2155127695,-35546.657971329,-2238.55754144046
255001,1.12951247735538,0,5.98000212111645e-05,0,0.0440852021250102,0,12,1.22132684959868,0.899417531411448,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05107587005965,0.0793955798428303,576.867934549227,0.887422852315394,0.0744382683948644,-37852.4687657934,-35603.6556748022,-2248.81309099122
256001,1.124536836603,0,0.000282506030253557,0,0.044288214510229,0,12,1.21008233140992,1.13659114687129,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08410750189859,0.0945836514933918,415.474818320945,0.869375804977779,0.0758374429810041,-37800.5978875285,-35546.2447136015,-2254.35317392697
257001,1.12390997882918,0,0.000677975269369278,0,0.0435041697959644,0,12,1.22147863674056,1.1759793495937,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14626237022381,0.0821972667869706,748.942071106285,0.896434599281007,0.0740400762724104,-37802.6345018291,-35579.8594710901,-2222.77503073894
258001,1.13641685209922,0,0.00126729078875792,0,0.0441235271814673,0,12,1.22387639099525,0.947581079992948,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16081763323421,0.0529153622295387,912.3964025639,0.878715791608816,0.0713087598301494,-37878.6421504161,-35637.5688605674,-2241.07328984872
259001,1.12998452524457,0,0.000360136376593415,0,0.0443035055862153,0,12,1.21462178747596,1.31537568862532,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15945191074101,0.0634820244219364,329.884464619681,0.875943705692396,0.0726158029106168,-37865.4987652771,-35600.1773789528,-2265.32138632431
260001,1.11565305882345,0,0.00012867815990671,0,0.0437625858769036,0,12,1.21798511387401,1.24476499256916,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15344939027846,0.0680615478919625,881.864307681099,0.878916614702188,0.073180643861118,-37805.0630925032,-35590.7102626957,-2214.35282980752
261001,1.12882661019603,0,0.000625213625315814,0,0.0445578379515448,0,12,1.22658822900933,0.937376752059408,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14761444256232,0.0820771373540418,885.888166958466,0.818490034591556,0.0753681280101206,-37881.2253846689,-35626.4234143204,-2254.80197034848
262001,1.11681316759092,0,0.00041554873628168,0,0.0436920535388052,0,12,1.21708675454826,0.769293570184138,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14337146411249,0.0926077789302073,822.087983135134,0.899325361888594,0.0708329665037306,-37764.0567011223,-35529.404361509,-2234.65233961334
263001,1.1106364689553,0,0.000273844330952116,0,0.0437495879822453,0,12,1.21453272818601,0.813240073960594,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.10955503776585,0.0956975217416949,462.387089151889,0.88381616524033,0.0744494868322674,-37806.5203529921,-35564.7141218688,-2241.80623112324
264001,1.11667543703695,0,0.000491364425606043,0,0.043578753239455,0,12,1.22399776640223,0.901016966644641,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05214225701915,0.0883902831562273,231.067743850872,0.895792560110215,0.0697563962897377,-37842.476692666,-35602.1369241154,-2240.33976855063
265001,1.10537939220328,0,0.000639115161790893,0,0.0433871080392794,0,12,1.22240007583114,1.25916869455879,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14294908688929,0.09597947807602,862.085990374908,0.893472891998349,0.0685615334371544,-37803.2069568509,-35572.1876989607,-2231.01925789021
266001,1.11515423039353,0,0.00125888689038434,0,0.0438860475856351,0,12,1.22722472272303,1.01875079917465,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06982881575391,0.0899302861839493,369.096877286211,0.897789762731238,0.073378079138548,-37873.1713804568,-35631.1554367884,-2242.0159436684
267001,1.11080884019981,0,0.00190135851541928,0,0.0434611146606334,0,12,1.22424702605762,1.02182613772178,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13549192755063,0.087004851916639,978.43256406486,0.902003120054814,0.075073556780673,-37931.345851313,-35665.8108213528,-2265.53502996022
268001,1.09679630596026,0,0.00167545982337892,0,0.0442813564500705,0,12,1.2273778896894,1.10801524974493,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05377966127408,0.0915848265795135,587.17277739197,0.882701419490571,0.0674706945111608,-37858.2124591627,-35590.5200758775,-2267.69238328523
269001,1.09556263167828,0,0.00112242461215807,0,0.0443360613160207,0,12,1.22869867058289,0.896460665164433,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09950459110698,0.103053157546658,680.377206066623,0.864325779207067,0.0747819187834037,-37881.0864217014,-35593.301094166,-2287.7853275354
270001,1.11045288464973,0,0.00137154358677721,0,0.0447957247186839,0,12,1.22232227645699,1.06513332089838,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15412821733269,0.0777425204303439,897.532302886248,0.871851216020819,0.0733951134696312,-37876.0804922229,-35585.1130802955,-2290.96741192746
271001,1.12107586363775,0,0.00219047950144478,0,0.0451023490105848,0,12,1.22183765719812,1.08249335406396,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15812052250026,0.0940977677175213,552.287588594481,0.852279679955297,0.0631786188236735,-37843.7006446469,-35555.4644489,-2288.2361957469
272001,1.11674397394881,0,0.00236843023685733,0,0.0445535638372042,0,12,1.21151523494514,0.863410353315028,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15630802171523,0.0713710798175496,887.101654196158,0.874229479277645,0.0768227153721437,-37825.5979310215,-35557.6392269329,-2267.95870408862
273001,1.09208084109973,0,0.00222132284129687,0,0.043780060174594,0,12,1.20884835537952,1.1261193286944,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15847110036177,0.0546371401930634,757.656248984858,0.888097365959368,0.0683918903918783,-37856.9493817165,-35569.4338737,-2287.51550801648
274001,1.08904700743654,0,0.0017943821681567,0,0.0438989465866508,0,12,1.21546951770867,1.11526771910766,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.16925386028843,0.0589919542472677,546.002919785678,0.819936222171976,0.0558846007980757,-37802.5884716319,-35540.8706575768,-2261.71781405505
275001,1.09842954176634,0,0.000344355673897549,0,0.0448297507555625,0,12,1.21430679092742,1.19384741611706,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15840463095353,0.0772205296184433,82.9562388826162,0.874914920482382,0.070132793784392,-37872.3226885723,-35570.8547796463,-2301.46790892597
276001,1.10590596750779,0,0.00212747474698643,0,0.0455843823714733,0,12,1.21274159742363,1.33316784622092,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11755441698409,0.0933427412805617,261.070578591898,0.841589735649454,0.0743974624281708,-37782.0867473115,-35487.1341697792,-2294.95257753231
277001,1.10732199005557,0,0.00310669811116118,0,0.0452596342978395,0,12,1.22707396996399,1.19104970850022,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0401209753028,0.0780485088194689,34.4631758052856,0.856784565477886,0.0697668743167123,-37870.5989209945,-35568.2403084332,-2302.35861256128
278001,1.14364083799726,0,0.0051683893791779,0,0.0459885744659254,0,12,1.21400791660094,1.12150676061532,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05037313517825,0.0822503690587963,858.727073296905,0.845866483822909,0.0747793068643435,-37811.9516285865,-35517.295382055,-2294.65624653151
279001,1.14248819957436,0,0.00719305548824065,0,0.0452146262308894,0,12,1.21558260035171,1.23917652462527,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13887091854911,0.0958996618619991,637.957331025973,0.759228900224945,0.0662016972305461,-37789.4393354016,-35496.5953790737,-2292.8439563279
280001,1.13646780745283,0,0.0075514052240336,0,0.0444787141187967,0,12,1.21835865368358,0.91962888951386,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0999726052799,0.0961538475392893,130.294106900692,0.737934967591577,0.0704433459846869,-37748.1114189947,-35490.763075754,-2257.34834324075
281001,1.14595339600083,0,0.00594775799712791,0,0.04489942049379,0,12,1.22832575656605,1.07163863729977,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1509228747801,0.0973112515397045,801.027469569817,0.823461929834594,0.0652254460896502,-37829.0528901742,-35572.2904752274,-2256.7624149468
282001,1.12763444162086,0,0.00619323799280456,0,0.0445851102741468,0,12,1.21858693735113,0.822197140639864,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14224525897934,0.0891884558542021,395.557736745104,0.73754852844395,0.0710795064251672,-37778.6741099899,-35499.3863594247,-2279.2877505652
283001,1.15012547760199,0,0.00879331923503399,0,0.0447707357568225,0,12,1.21519157337372,1.13471555041913,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06368850265766,0.0861256656927475,726.447243941948,0.75032779067658,0.0702425468223784,-37734.8344286948,-35476.2224475003,-2258.61198119458
284001,1.17163646313156,0,0.00847247659024868,0,0.0453892839626219,0,12,1.22927783964015,1.04835661366149,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08919613774526,0.0984795133873382,490.599850891158,0.829548854090471,0.0675292856435647,-37844.1399765114,-35557.1335086151,-2287.00646789635
285001,1.1411560759823,0,0.00568375639873728,0,0.0446908240297395,0,12,1.21806541857262,0.879515941566652,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13908886519652,0.0863131456652024,921.688749687746,0.876030242344648,0.0700889156088003,-37751.671370725,-35498.2113713511,-2253.45999937383
286001,1.10539308389977,0,0.00258199010706829,0,0.0443933841328287,0,12,1.22057029673359,1.07316845048728,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06350242982053,0.0983489050369364,680.877601960674,0.883944970989355,0.0674878427236661,-37864.3915177219,-35558.3917432253,-2305.99977449661
287001,1.10337519051399,0,0.000669227235230251,0,0.0446239387734827,0,12,1.21415724691991,1.15377632779871,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05408790589606,0.0994204155147635,621.288866735995,0.8547373740812,0.0694574593734715,-37744.2843889792,-35502.7154780816,-2241.56891089752
288001,1.10256353160684,0,0.0019929553711529,0,0.0449925847301367,0,12,1.21284922891543,1.16588336355415,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09554511834829,0.102921437231477,68.076461320743,0.869217209899206,0.0673379944973936,-37864.8549361757,-35568.7834879079,-2296.07144826774
289001,1.08545538337016,0,0.00164363532195402,0,0.0444151226805905,0,12,1.23023890397009,0.959249158453931,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09738282804163,0.0849566704817156,954.838845646009,0.893738409871865,0.084377452194659,-37822.9640081156,-35568.6177815651,-2254.3462265505
290001,1.07857077436266,0,0.00132019653456515,0,0.0440465077920315,0,12,1.21824704279006,1.02876037448342,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.0974726666754,0.104783473882779,437.507566995919,0.882411068399578,0.0684574848176588,-37861.8912677173,-35555.4206356086,-2306.47063210878
291001,1.08071824712546,0,0.000892738900485292,0,0.0444346505051328,0,12,1.2113639780605,1.01428708951725,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06858586949273,0.0889143805182889,951.280987355858,0.885608753054277,0.0745613399051205,-37855.497858329,-35547.9512091211,-2307.54664920793
292001,1.08910613656363,0,6.29141023111167e-05,0,0.0438230980384167,0,12,1.21512059004918,1.11336619187249,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06409294008813,0.0838039113674833,989.848498255014,0.886162972960606,0.0780070403566582,-37795.4914129251,-35502.6671473833,-2292.82426554178
293001,1.08082049393782,0,7.71242491441222e-05,0,0.0435317326348671,0,12,1.22509283728964,1.11620020123811,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04828426887347,0.0741770967446926,730.500125326216,0.875824585302499,0.0787883275304099,-37831.2947803268,-35562.8729023237,-2268.42187800315
294001,1.10376088765792,0,0.00110561059205699,0,0.0437421898123896,0,12,1.21524421900177,1.3004061736472,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04411326437181,0.0860396645049032,138.73922615312,0.890190186966613,0.0680944980164127,-37810.3250744952,-35543.553523057,-2266.77155143823
295001,1.09788051321426,0,0.0010848072612056,0,0.0438191754058871,0,12,1.20386558106466,1.14495870679791,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07818286053291,0.102500430073427,383.009453769773,0.866899772612736,0.0671494956967212,-37791.192307003,-35513.2989424973,-2277.89336450568
296001,1.09534742156068,0,0.00105046096198307,0,0.0432597650720096,0,12,1.2207652020635,1.05639468197833,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11313004986134,0.0972490159967433,20.0836977455765,0.902021796713204,0.080111282207356,-37899.8263788436,-35636.310685562,-2263.51569328169
297001,1.08511907155235,0,0.000419917124559217,0,0.0432085162447351,0,12,1.2154575883677,1.05956988142855,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12034882245098,0.092507941382594,230.23204645142,0.908035649121557,0.073715142077069,-37833.8427182957,-35568.3910430306,-2265.45167526509
298001,1.08189064662656,0,0.00170039323738453,0,0.0434505876820636,0,12,1.21953983379441,1.28733761250341,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09801588744316,0.0957736534874189,295.404319651425,0.796366526169252,0.0735739014848849,-37862.2513286707,-35616.256303598,-2245.99502507272
299001,1.1073409322953,0,0.00306421666355562,0,0.0433452307482088,0,12,1.21773506989825,1.07051483240645,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09894250220184,0.104399152958184,461.748420260847,0.862746738029327,0.0642557583980763,-37868.1830531708,-35620.8113204195,-2247.37173275137
300001,1.11353752704873,0,0.00590265364142729,0,0.0431494154659414,0,12,1.2316970637438,1.019409262818,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.05592773629884,0.0760354491268309,220.943528227508,0.89246936146276,0.0736861304158517,-37856.0314384112,-35577.2373301515,-2278.79410825963
301001,1.1039289791441,0,0.00458924236830125,0,0.0434644362150771,0,12,1.23531777995667,1.13809648500145,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.13786928367052,0.0944437048160191,737.072175135836,0.874607724617782,0.0709167766188216,-37937.2621541579,-35641.5540445956,-2295.70810956235
302001,1.11987642688575,0,0.00575559677538115,0,0.0440322408375045,0,12,1.21927302886424,1.15495027146991,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.07466294248555,0.083893621245102,606.598569080234,0.885410098962636,0.0782267925205976,-37966.1540656898,-35668.5058461595,-2297.64821953028
303001,1.11768335262636,0,0.00620124689039905,0,0.0434608346908726,0,12,1.22985849787537,1.23426062701981,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.04960304240391,0.075904073762815,265.680982731283,0.893377676341251,0.0728347287294839,-37911.6987903874,-35617.9133852067,-2293.78540518067
304001,1.10229962188884,0,0.00518937733107943,0,0.0435898109693791,0,12,1.22671419080935,1.16554883179493,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.11258799040701,0.091008557018728,829.181651817635,0.89398286542527,0.0743965396867894,-37874.4946500125,-35575.9129485874,-2298.58170142503
305001,1.07931500378234,0,0.00337213842017366,0,0.043643582280855,0,12,1.22385756306359,0.846977296937956,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14622329016873,0.0881144563726985,738.929550396279,0.898492904659553,0.0742657448522023,-37850.692456112,-35538.5174882251,-2312.17496788688
306001,1.07992385998278,0,0.00429730462172915,0,0.0437887541424,0,12,1.22476436064756,0.851688227171131,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06801825275815,0.0824725867226711,117.235932732001,0.891937543973847,0.0805328908961433,-37933.5643315899,-35597.0015886529,-2336.562742937
307001,1.07249847646929,0,0.00488292656457292,0,0.0440394502895713,0,12,1.22702607089148,1.23578027528455,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.10998652857037,0.0952750471112538,646.289318101481,0.773614008973038,0.0780871502295582,-37896.5814133549,-35566.1123428771,-2330.46907047777
308001,1.06872363928591,0,0.00482189351987935,0,0.0434651561467703,0,12,1.22087875349911,1.20541309843493,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14266545998083,0.0942849827976502,40.4927814379334,0.896391196919186,0.0724894964080574,-37873.6158521361,-35535.6214314594,-2337.99442067675
309001,1.06411675274541,0,0.00528871289274211,0,0.0442287572997997,0,12,1.21081096878936,1.01966353967276,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06445522596525,0.0866516071007271,616.634921403602,0.730339183210373,0.0742798195691473,-37816.8982080617,-35490.7791205502,-2326.11908751153
310001,1.06169143666389,0,0.00626158060023195,0,0.0435435745992422,0,12,1.21839284903028,1.02138421140767,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.12025071425855,0.0974896999052541,36.7843792773783,0.811829734348254,0.0685156822283085,-37842.4464524624,-35505.188057782,-2337.25839468039
311001,1.08151285257222,0,0.00874400613933971,0,0.0428471216585312,0,12,1.21757208003279,1.30691327289337,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.1116903601501,0.10798443840881,676.916497759521,0.903735172338441,0.0660010177687093,-37954.8480256643,-35600.9132079754,-2353.93481768899
312001,1.07935660130367,0,0.007040051217926,0,0.0433558277111157,0,12,1.22208027977059,1.00812499114066,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.06732970878715,0.0982446389532856,649.181112414226,0.885776324739855,0.067125588786437,-37907.1859608692,-35567.440608687,-2339.74535218217
313001,1.05914378402085,0,0.0061485159797584,0,0.0427893899545242,0,12,1.20784421560983,1.45368496091121,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.09587566030959,0.0999301054691143,269.531813450158,0.852185267890495,0.0762433936847743,-37866.5683775157,-35530.8149593738,-2335.75341814189
314001,1.04587894848618,0,0.00696024911994982,0,0.0423386039187666,0,12,1.22288125728176,1.33173856884947,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14555725600824,0.0989059251504127,186.946955043823,0.85898741508178,0.0637434739816648,-37846.8090513537,-35506.2284720448,-2340.58057930893
315001,1.05633830507937,0,0.00772625799501162,0,0.0433893270542793,0,12,1.21884272832715,1.11400261998764,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14186371533003,0.0923474290945037,828.454863047227,0.900075801934412,0.0647471765015988,-37900.9005006529,-35538.6220407045,-2362.27845994839
316001,1.07407230785518,0,0.00868949620701711,0,0.0435761409209087,0,12,1.21344441970756,1.00391073979747,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.10568591495794,0.0945967206210757,462.481605587527,0.897141232879311,0.0730823036810431,-37863.500760311,-35516.28647498,-2347.21428533102
317001,1.08390422412265,0,0.00954017595783074,0,0.0441587159700951,0,12,1.22188492336147,1.28397961333723,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.08185618383323,0.0918847331961073,119.074465474114,0.876391051494517,0.0696270752837345,-37777.464695563,-35457.8323228544,-2319.63237270861
318001,1.07382453530174,0,0.00848891580450368,0,0.0435310723059485,0,12,1.22465636343784,1.16600061644569,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.14493184752025,0.076984017583235,879.151684697717,0.903115083947978,0.0768888144472878,-37818.0367336043,-35506.6368509656,-2311.39988263868
319001,1.08315356207871,0,0.011841808047867,0,0.0437211108211823,0,12,1.1960073168365,0.985355113019958,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,0,1.15159200619776,0.0428328391978226,349.466808373109,0.887859236967058,0.0701374585727922,-37806.834859362,-35471.4238178978,-2335.41104146424
