sampno,mu,mu_short,tau,wane,sigma1,sigma2,MAX_TITRE,error,alpha,beta,kappa,t_change,boost_limit,gradient,titre_dependent,wane_type,mu_mean,mu_sd,rho_mean,rho_sd,vac_flag,mu_vac,mu_short_vac,wane_vac,tau_prev_vac,sigma1_vac,sigma2_vac,lnlike,likelihood,prior_prob
85001,0.294230333587298,0,0.0294501865316927,0,0.03370315295478,0,9,2.29207534353012,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2978.45643678411,-2164.59371554304,-813.862721241067
86001,0.355564424950963,0,0.0149900076737521,0,0.0414173377538289,0,9,2.21726394868147,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2903.6094880737,-2166.46115094625,-737.148337127448
87001,0.291019638847731,0,0.0609626741839753,0,0.0109884116505437,0,9,1.96844309918055,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3051.14623733802,-2100.43469242897,-950.711544909044
88001,0.346862564125523,0,0.0783795225893322,0,0.0394046052926302,0,9,1.98061578695604,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2956.6592065364,-2323.28327579235,-633.37593074405
89001,0.316514277262311,0,0.0165228156312044,0,0.019994432392014,0,9,2.22782922056055,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2972.87485845318,-2078.18023289321,-894.694625559976
90001,0.30480182613031,0,0.00659400943196413,0,0.0125982101729355,0,9,2.1604361733899,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2841.44873210271,-2152.94268723936,-688.506044863349
91001,0.276904118827446,0,0.582132031679983,0,0.00761466275601763,0,9,2.66349752402268,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2890.68195572371,-2348.42572599428,-542.256229729431
92001,0.408772260486924,0,0.00757798243612484,0,0.0286442021413593,0,9,1.72809949670044,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2791.24606109799,-2055.45858489666,-735.787476201323
93001,0.373688302522966,0,0.129637154096062,0,0.0167663741015197,0,9,2.84315245352514,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3030.00075363197,-2263.8418124469,-766.158941185076
94001,0.33663312176974,0,0.0456629867464072,0,0.0344273867473735,0,9,2.44357300406824,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3140.73590262843,-2153.73635579828,-986.999546830148
95001,0.353659294244487,0,0.0332931567045485,0,0.024085867661829,0,9,2.23437530748124,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2782.64075863044,-2109.42814706314,-673.212611567293
96001,0.317377696118755,0,0.0133846264244244,0,0.0253615639494932,0,9,2.24245833435404,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2895.44360073777,-1998.35205913259,-897.09154160518
97001,0.290262714998497,0,0.00104136107545126,0,0.0347366607942904,0,9,2.23916107469516,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3002.56335401231,-2016.58151280087,-985.981841211438
98001,0.375526179362712,0,0.00238168859464771,0,0.0330328815287806,0,9,2.18140020067565,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2934.27368298936,-2027.05488646441,-907.218796524947
99001,0.317628755655353,0,0.00031473847151043,0,0.0277341127302718,0,9,2.22895602004707,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2911.77766948655,-2061.96620450135,-849.811464985198
100001,0.317449754093987,0,0.00388107068739858,0,0.0273309703096314,0,9,2.22859271465204,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2955.33368863923,-2076.60979242425,-878.723896214984
101001,0.317622148750489,0,0.0414436483164864,0,0.0373224470549336,0,9,2.2229875396231,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3109.1219852366,-2113.34399998944,-995.777985247168
102001,0.317507672812389,0,0.00630767673679422,0,0.0147338195571039,0,9,2.22641224482118,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2859.82247969864,-2125.25806551873,-734.564414179907
103001,0.300319990875758,0,0.00148496950236098,0,0.0225218267505828,0,9,1.68867380210251,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2899.01334276982,-1964.55822386267,-934.45511890715
104001,0.303941310745737,0,0.000700674403377293,0,0.035311760270942,0,9,1.45327819972298,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2991.89062436143,-1905.56309049294,-1086.32753386849
105001,0.275565407698353,0,0.00107342189000792,0,0.0293738792130979,0,9,1.53238879204742,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2953.87820121971,-1863.71691530844,-1090.16128591127
106001,0.161344502822633,0,0.00087457360832857,0,0.030222539880299,0,9,1.95105028744038,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3155.95219086489,-2070.15122259609,-1085.8009682688
107001,0.291834142513596,0,0.00086744866085249,0,0.0306771885553959,0,9,1.62678241583111,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3017.36419320307,-1890.31992565881,-1127.04426754425
108001,0.26221613420507,0,0.0157903923678008,0,0.0307753885725096,0,9,1.73617242712637,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-3110.6896872811,-1936.58091146003,-1174.10877582107
109001,0.304954515597929,0,0.000776799864520164,0,0.0251519653026852,0,9,1.68025727761088,1.3,2.7,0.9,6,6,0.2,0,0,2,0.5,0,1,1,1,0,0,0,0,0,-2864.52877158304,-1953.80435352759,-910.724418055452
